image_urls
https://cdn-images.farfetch-contents.com/22/87/65/39/22876539_52903468_1000.jpg;https://cdn-images.farfetch-contents.com/22/87/65/39/22876539_52903471_1000.jpg;https://cdn-images.farfetch-contents.com/22/87/65/39/22876539_52903474_1000.jpg
