Filename,Image_URL
adidas_Football_Bayern_Munich_t-shirt_in_grey_marl_img_4.jpg,https://images.asos-media.com/products/adidas-football-bayern-munich-t-shirt-in-grey-marl/207197260-4?$n_1920w$&wid=1926&fit=constrain.jpg
adidas_Football_Inter_Miami_home_jersey_in_pink_img_3.jpg,https://images.asos-media.com/products/adidas-football-inter-miami-home-jersey-in-pink/207197378-3?$n_1920w$&wid=1926&fit=constrain.jpg
adidas_Football_Inter_Miami_home_jersey_in_pink_img_4.jpg,https://images.asos-media.com/products/adidas-football-inter-miami-home-jersey-in-pink/207197378-4?$n_1920w$&wid=1926&fit=constrain.jpg
adidas_Football_Bayern_Munich_t-shirt_in_grey_marl_img_1.jpg,https://images.asos-media.com/products/adidas-football-bayern-munich-t-shirt-in-grey-marl/207197260-1-grey?$n_1920w$&wid=1926&fit=constrain.jpg
adidas_Football_Inter_Miami_home_jersey_in_pink_img_1.jpg,https://images.asos-media.com/products/adidas-football-inter-miami-home-jersey-in-pink/207197378-1-pink?$n_1920w$&wid=1926&fit=constrain.jpg
adidas_Football_Inter_Miami_home_jersey_in_pink_img_2.jpg,https://images.asos-media.com/products/adidas-football-inter-miami-home-jersey-in-pink/207197378-2?$n_1920w$&wid=1926&fit=constrain.jpg
adidas_Football_Bayern_Munich_t-shirt_in_grey_marl_img_2.jpg,https://images.asos-media.com/products/adidas-football-bayern-munich-t-shirt-in-grey-marl/207197260-2?$n_1920w$&wid=1926&fit=constrain.jpg
adidas_Football_Bayern_Munich_t-shirt_in_grey_marl_img_3.jpg,https://images.asos-media.com/products/adidas-football-bayern-munich-t-shirt-in-grey-marl/207197260-3?$n_1920w$&wid=1926&fit=constrain.jpg
