product_url,title,product_details,about_product,brand,size_and_fit,look_after_me,image_urls,price,colour,Saved Image Paths
https://www.asos.com/adidas-performance/adidas-football-inter-miami-home-jersey-in-pink/prd/207197378#colourWayId-207197387,adidas Football Inter Miami home jersey in pink,T-Shirts & Vests by adidas performance International Miami FC design Crew neck Short sleeves Regular fit Product Code: 138324715,Smooth woven fabric Main: 100% Polyester.,"adidas performance needs no introduction. The brand’s famous 3-Stripes can be seen on the track, field and in the latest streetwear trends. Scroll the adidas performance at ASOS edit to get your fix, from fresh trainers from the iconic Superstar, Stan Smith, Gazelle and Continental 80 collections to archive-inspired adidas Originals tracksuits, T-shirts and sweatshirts. And if you’re in need of some fresh kit, then cop yourself some sweat-wicking shorts, vests and compression tights from adidas Performance.",Model's height: 189cm / 6' 2½'' Model is wearing: M Sizing Help Still unsure what size to get? Check out our size guide.,Machine wash according to instructions on care label,https://images.asos-media.com/products/adidas-football-inter-miami-home-jersey-in-pink/207197378-1-pink?$n_1920w$&wid=1926&fit=constrain.jpg;https://images.asos-media.com/products/adidas-football-inter-miami-home-jersey-in-pink/207197378-2?$n_1920w$&wid=1926&fit=constrain.jpg;https://images.asos-media.com/products/adidas-football-inter-miami-home-jersey-in-pink/207197378-3?$n_1920w$&wid=1926&fit=constrain.jpg;https://images.asos-media.com/products/adidas-football-inter-miami-home-jersey-in-pink/207197378-4?$n_1920w$&wid=1926&fit=constrain.jpg,$143.00,PINK,"mango_images/adidas_Football_Inter_Miami_home_jersey_in_pink_img_1.jpg, mango_images/adidas_Football_Inter_Miami_home_jersey_in_pink_img_2.jpg, mango_images/adidas_Football_Inter_Miami_home_jersey_in_pink_img_3.jpg, mango_images/adidas_Football_Inter_Miami_home_jersey_in_pink_img_4.jpg"
https://www.asos.com/adidas-performance/adidas-football-bayern-munich-t-shirt-in-grey-marl/prd/207197260#colourWayId-207197264,adidas Football Bayern Munich t-shirt in grey marl,T-Shirts & Vests by adidas performance Pitch-ready picks Crew neck Short sleeves Graphic print details Regular fit Product Code: 138324709,Jersey: soft and stretchy Main: 100% Cotton.,"adidas performance needs no introduction. The brand’s famous 3-Stripes can be seen on the track, field and in the latest streetwear trends. Scroll the adidas performance at ASOS edit to get your fix, from fresh trainers from the iconic Superstar, Stan Smith, Gazelle and Continental 80 collections to archive-inspired adidas Originals tracksuits, T-shirts and sweatshirts. And if you’re in need of some fresh kit, then cop yourself some sweat-wicking shorts, vests and compression tights from adidas Performance.","Model's height: 189cm/6'2"" Model is wearing: M Sizing Help Still unsure what size to get? Check out our size guide.",Machine wash according to instructions on care label,https://images.asos-media.com/products/adidas-football-bayern-munich-t-shirt-in-grey-marl/207197260-1-grey?$n_1920w$&wid=1926&fit=constrain.jpg;https://images.asos-media.com/products/adidas-football-bayern-munich-t-shirt-in-grey-marl/207197260-2?$n_1920w$&wid=1926&fit=constrain.jpg;https://images.asos-media.com/products/adidas-football-bayern-munich-t-shirt-in-grey-marl/207197260-3?$n_1920w$&wid=1926&fit=constrain.jpg;https://images.asos-media.com/products/adidas-football-bayern-munich-t-shirt-in-grey-marl/207197260-4?$n_1920w$&wid=1926&fit=constrain.jpg,Now $44.21,GREY,"mango_images/adidas_Football_Bayern_Munich_t-shirt_in_grey_marl_img_1.jpg, mango_images/adidas_Football_Bayern_Munich_t-shirt_in_grey_marl_img_2.jpg, mango_images/adidas_Football_Bayern_Munich_t-shirt_in_grey_marl_img_3.jpg, mango_images/adidas_Football_Bayern_Munich_t-shirt_in_grey_marl_img_4.jpg"
