Product URL,Title,Price,Description,Image URLs
https://www.farfetch.com/in/shopping/men/balmain-logo-print-t-shirt-item-29822887.aspx,Balmain logo-print T-shirt,$460,New Season | logo-print T-shirt | black | logo print to the front | crew neck | short sleeves | Cotton 100% | Read Manufacturer Guidelines | FARFETCH ID: 29822887,https://cdn-images.farfetch-contents.com/29/82/28/87/29822887_58933479_1000.jpg;https://cdn-images.farfetch-contents.com/29/82/28/87/29822887_58933438_1000.jpg;https://cdn-images.farfetch-contents.com/29/82/28/87/29822887_58933424_1000.jpg;https://cdn-images.farfetch-contents.com/29/82/28/87/29822887_58933486_1000.jpg;https://cdn-images.farfetch-contents.com/29/82/28/87/29822887_58933456_1000.jpg;https://cdn-images.farfetch-contents.com/29/82/28/87/29822887_58933414_1000.jpg;https://cdn-images.farfetch-contents.com/29/82/28/87/29822887_58933458_1000.jpg
https://www.farfetch.com/in/shopping/men/balmain-varsity-bomber-jacket-item-29822929.aspx,Balmain Varsity bomber jacket,"$2,020","New Season | Varsity bomber jacket | black | front press-stud fastening | two side slit pockets | faux-leather trim | band collar | Polyamide 100%, Artificial Leather 100% | Read Manufacturer Guidelines | FARFETCH ID: 29822929",https://cdn-images.farfetch-contents.com/29/82/29/29/29822929_58936596_1000.jpg;https://cdn-images.farfetch-contents.com/29/82/29/29/29822929_58936580_1000.jpg;https://cdn-images.farfetch-contents.com/29/82/29/29/29822929_58936632_1000.jpg;https://cdn-images.farfetch-contents.com/29/82/29/29/29822929_58936603_1000.jpg;https://cdn-images.farfetch-contents.com/29/82/29/29/29822929_58936607_1000.jpg;https://cdn-images.farfetch-contents.com/29/82/29/29/29822929_58936642_1000.jpg;https://cdn-images.farfetch-contents.com/29/82/29/29/29822929_58936623_1000.jpg
