Product URL,Title,Price,Description,Image URLs
https://www.farfetch.com/in/shopping/kids/moschino-kids-leo-teddy-print-skirt-set-item-22876539.aspx?storeid=10586,Moschino Kids Leo Teddy-print skirt set,$167,"Leo Teddy-print skirt set | sunflower yellow/white/multicolour | stretch-cotton | soft jersey | T-shirt: | crew neck | contrasting border | sleeveless | ruffled detailing | signature Leo Teddy print | internal logo tag | straight hem | rear press-stud fastening | Skirt: | logo print to the side | ruffled detailing | internal logo tag | thigh-length | straight hem | elasticated waistband | Cotton 95%, Elastane 5% | Machine Wash | FARFETCH ID: 22876539",https://cdn-images.farfetch-contents.com/22/87/65/39/22876539_52903468_1000.jpg;https://cdn-images.farfetch-contents.com/22/87/65/39/22876539_52903471_1000.jpg;https://cdn-images.farfetch-contents.com/22/87/65/39/22876539_52903474_1000.jpg
